filepath,filename,face_shape,split
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 423.jpg,ovale 423.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 222.jpg,image ovale 222.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 445.jpg,ovale 445.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 442.jpg,ovale 442.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/502.jpg,502.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/532.jpg,532.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 289.jpg,image ovale 289.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 320.jpg,ovale 320.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 272.jpg,image ovale 272.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 330.jpg,ovale 330.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 284.jpg,image ovale 284.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/533.jpg,533.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 406.jpg,ovale 406.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/527.jpg,527.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 426.jpg,ovale 426.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/511.jpg,511.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/500.jpg,500.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 419.jpg,ovale 419.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/537.jpg,537.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 436.jpg,ovale 436.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/515.jpg,515.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 347.jpg,ovale 347.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 297.jpg,ovale 297.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 325.jpg,ovale 325.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 187.jpg,image ovale 187.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 293.jpg,ovale 293.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 193.jpg,image ovale 193.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 457.jpg,ovale 457.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 357.jpg,ovale 357.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 308.jpg,ovale 308.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 414.jpg,ovale 414.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 348.jpg,ovale 348.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 329.jpg,ovale 329.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 339.jpg,ovale 339.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 444.jpg,ovale 444.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 189.jpg,image ovale 189.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 427.jpg,ovale 427.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 307.jpg,ovale 307.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 346.jpg,ovale 346.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 415.jpg,ovale 415.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 413.jpg,ovale 413.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 231.jpg,image ovale 231.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale  204.jpg,image ovale  204.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 355.jpg,ovale 355.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 198.jpg,image ovale 198.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 356.jpg,ovale 356.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 449.jpg,ovale 449.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 310.jpg,ovale 310.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 354.jpg,ovale 354.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 309.jpg,ovale 309.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 295.jpg,ovale 295.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/535.jpg,535.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 447.jpg,ovale 447.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 287.jpg,image ovale 287.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 318.jpg,ovale 318.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 407.jpg,ovale 407.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 270.jpg,image ovale 270.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 341.jpg,ovale 341.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 333.jpg,ovale 333.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/501.jpg,501.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 344.jpg,ovale 344.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 338.jpg,ovale 338.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 313.jpg,ovale 313.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 335.jpg,ovale 335.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 300.jpg,ovale 300.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/519.jpg,519.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/521.jpg,521.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 197.jpg,image ovale 197.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 360.jpg,ovale 360.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 412.jpg,ovale 412.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 417.jpg,ovale 417.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 268.jpg,image ovale 268.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 430.jpg,ovale 430.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/538.jpg,538.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 326.jpg,ovale 326.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 365.jpg,ovale 365.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/524.jpg,524.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 334.jpg,ovale 334.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 433.jpg,ovale 433.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image 169.jpg,image 169.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/RAC13.jpg,RAC13.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 174.jpg,image square 174.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/28.jpg,28.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 258.jpg,image ovale 258.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/67.jpg,67.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/74.jpg,74.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/118.jpg,118.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/61.jpg,61.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/32.jpg,32.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/70.jpg,70.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/104.jpg,104.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/29.jpg,29.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/40.jpg,40.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 157.jpg,image square 157.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/125.jpg,125.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/82.jpg,82.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/56.jpg,56.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/101.jpg,101.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/55.jpg,55.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/112.jpg,112.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/58.jpg,58.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/79.jpg,79.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/135.jpg,135.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/136.jpg,136.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/50.jpg,50.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 236.jpg,image ovale 236.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 167.jpg,image square 167.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/44.jpg,44.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/89.jpg,89.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/200.jpg,200.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 48.jpg,REC 48.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/130.jpg,130.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/43.jpg,43.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/129.jpg,129.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 163.jpg,image square 163.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/88.jpg,88.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/63.jpg,63.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/75.jpg,75.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 40.jpg,REC 40.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 180.jpg,image square 180.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 251.jpg,image ovale 251.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/57.jpg,57.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 165.jpg,image square 165.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 178.jpg,image square 178.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/143.jpg,143.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/124.jpg,124.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/159.jpg,159.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/90.jpg,90.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/68.jpg,68.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 53.jpg,REC 53.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 175.jpg,image square 175.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/73.jpg,73.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/45.jpg,45.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/103.jpg,103.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/139.jpg,139.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/86.jpg,86.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/100.jpg,100.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image sqaure 177.jpg,image sqaure 177.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/144.jpg,144.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/71.jpg,71.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/92.jpg,92.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/201.jpg,201.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/38.jpg,38.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/110.jpg,110.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/42.jpg,42.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 45.jpg,REC 45.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/62.jpg,62.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/36.jpg,36.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 171.jpg,image square 171.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 166.jpg,image square 166.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 172.jpg,image square 172.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/98.jpg,98.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 239.jpg,image ovale 239.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 46.jpg,REC 46.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/72.jpg,72.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/200 (2).jpg,200 (2).jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/115.jpg,115.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/47.jpg,47.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/54.jpg,54.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 49.jpg,REC 49.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/162.jpg,162.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/93.jpg,93.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/145.jpg,145.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/85.jpg,85.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 173.jpg,image square 173.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/154.jpg,154.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 170.jpg,image square 170.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 156.jpg,image square 156.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/97.jpg,97.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/126.jpg,126.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 252.jpg,image ovale 252.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/156.jpg,156.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 159.jpg,image square 159.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC10.jpg,REC10.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/149.jpg,149.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/148.jpg,148.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 237.jpg,image ovale 237.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 176.jpg,image square 176.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/91.jpg,91.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/146.jpg,146.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/77.jpg,77.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 154.jpg,image square 154.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 243.jpg,image ovale 243.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 42.jpg,REC 42.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/94.jpg,94.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/102.jpg,102.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/30.jpg,30.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/111.jpg,111.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/153.jpg,153.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 244.jpg,image ovale 244.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/84.jpg,84.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/59.jpg,59.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 242.jpg,image ovale 242.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/114.jpg,114.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 241.jpg,image ovale 241.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/152.jpg,152.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/109.jpg,109.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/87.jpg,87.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC6.jpg,REC6.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/66.jpg,66.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/78.jpg,78.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/53.jpg,53.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/161.jpg,161.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC14.jpg,REC14.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 158.jpg,image square 158.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 50.jpg,REC 50.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/113.jpg,113.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/34.jpg,34.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC1.jpg,REC1.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/158.jpg,158.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/128.jpg,128.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/127.jpg,127.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 238.jpg,image ovale 238.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/107.jpg,107.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/81.jpg,81.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/157.jpg,157.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 169.jpg,image square 169.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/140.jpg,140.jpg,rectangular,train
"/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square,168.jpg","image square,168.jpg",rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 240.jpg,image ovale 240.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 254.jpg,image ovale 254.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/35.jpg,35.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/160.jpg,160.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/RFEC2.jpg,RFEC2.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/119.jpg,119.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/123.jpg,123.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/96.jpg,96.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/83.jpg,83.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 248.jpg,image ovale 248.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/117.jpg,117.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/141.jpg,141.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/202.jpg,202.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image sqaure 147.jpg,image sqaure 147.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/37.jpg,37.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 257.jpg,image ovale 257.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/138.jpg,138.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/31.jpg,31.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC7.jpg,REC7.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/108.jpg,108.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/33.jpg,33.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/60.jpg,60.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 253.jpg,image ovale 253.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/155.jpg,155.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 51.jpg,REC 51.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/49.jpg,49.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 155.jpg,image square 155.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/48.jpg,48.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/150.jpg,150.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/133.jpg,133.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/69.jpg,69.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/51.jpg,51.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 234.jpg,image ovale 234.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/76.jpg,76.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/39.jpg,39.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/106.jpg,106.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 44.jpg,REC 44.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/134.jpg,134.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/147.jpg,147.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/122.jpg,122.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/65.jpg,65.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/121.jpg,121.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/46.jpg,46.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/95.jpg,95.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/52µ.jpg,52µ.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 256.jpg,image ovale 256.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC 41.jpg,REC 41.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/120.jpg,120.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/REC12.jpg,REC12.jpg,rectangular,train
